date,code
1885-06-29,sa_024r_0030_0070_0170
1885-06-30,sa_024r_0030_0070_0180
1885-07-01,sa_024r_0030_0070_0190
1885-07-02,sa_024r_0030_0070_0200
1885-07-03,sa_024r_0030_0070_0210
1885-07-04,sa_024r_0030_0070_0220
1885-07-05,sa_024r_0030_0070_0230
1885-07-06,sa_024r_0030_0070_0240
1885-07-07,sa_024r_0030_0070_0250
1885-07-08,sa_024r_0030_0070_0260
1885-07-09,sa_024r_0030_0070_0270
1885-07-10,sa_024r_0030_0070_0280
1885-07-11,sa_024r_0030_0070_0290
1885-07-12,sa_024r_0030_0080_0010
1885-07-13,sa_024r_0030_0080_0020
1885-07-14,sa_024r_0030_0080_0030
1885-07-15,sa_024r_0030_0080_0040
1885-07-16,sa_024r_0030_0080_0050
1885-07-17,sa_024r_0030_0080_0060
1885-07-18,sa_024r_0030_0080_0070
1885-07-19,sa_024r_0030_0080_0080
1885-07-20,sa_024r_0030_0080_0090
1885-07-21,sa_024r_0030_0080_0100
1885-07-22,sa_024r_0030_0080_0110
1885-07-23,sa_024r_0030_0080_0120
1885-07-24,sa_024r_0030_0080_0130
1885-07-25,sa_024r_0030_0080_0140
1885-07-26,sa_024r_0030_0080_0150
1885-07-27,sa_024r_0030_0080_0160
1885-07-28,sa_024r_0030_0080_0170
1885-07-29,sa_024r_0030_0080_0180
1885-07-30,sa_024r_0030_0080_0190
1885-07-31,sa_024r_0030_0080_0200
1885-08-01,sa_024r_0030_0080_0210
1885-08-02,sa_024r_0030_0080_0220
1885-08-03,sa_024r_0030_0080_0230
1885-08-04,sa_024r_0030_0080_0240
1885-08-05,sa_024r_0030_0080_0250
1885-08-06,sa_024r_0030_0080_0260
1885-08-07,sa_024r_0030_0080_0270
1885-08-08,sa_024r_0030_0080_0280
1885-08-09,sa_024r_0030_0080_0290
1885-08-10,sa_024r_0030_0090_0010
1885-08-11,sa_024r_0030_0090_0020
1885-08-12,sa_024r_0030_0090_0030
1885-08-13,sa_024r_0030_0090_0040
1885-08-14,sa_024r_0030_0090_0050
1885-08-15,sa_024r_0030_0090_0060
1885-08-16,sa_024r_0030_0090_0070
1885-08-17,sa_024r_0030_0090_0080
1885-08-18,sa_024r_0030_0090_0090
1885-08-19,sa_024r_0030_0090_0100
1885-08-20,sa_024r_0030_0090_0110
1885-08-21,sa_024r_0030_0090_0120
1885-08-22,sa_024r_0030_0090_0130
1885-08-23,sa_024r_0030_0090_0140
1885-08-24,sa_024r_0030_0090_0150
1885-08-25,sa_024r_0030_0090_0160
1885-08-26,sa_024r_0030_0090_0170
1885-08-27,sa_024r_0030_0090_0180
1885-08-28,sa_024r_0030_0090_0190
1885-08-29,sa_024r_0030_0090_0200
1885-08-30,sa_024r_0030_0090_0210
1885-08-31,sa_024r_0030_0090_0220
1885-09-01,sa_024r_0030_0090_0230
1885-09-02,sa_024r_0030_0090_0240
1885-09-03,sa_024r_0030_0090_0250
1885-09-04,sa_024r_0030_0090_0260
1885-09-05,sa_024r_0030_0090_0270
1885-09-06,sa_024r_0030_0090_0280
1885-09-07,sa_024r_0030_0090_0290
1885-09-08,sa_024r_0030_0090_0300
1885-09-09,sa_024r_0030_0100_0010
1885-09-10,sa_024r_0030_0100_0020
1885-09-11,sa_024r_0030_0100_0030
1885-09-12,sa_024r_0030_0100_0040
1885-09-13,sa_024r_0030_0100_0050
1885-09-14,sa_024r_0030_0100_0060
1885-09-15,sa_024r_0030_0100_0070
1885-09-16,sa_024r_0030_0100_0080
1885-09-17,sa_024r_0030_0100_0090
1885-09-18,sa_024r_0030_0100_0100
1885-09-19,sa_024r_0030_0100_0110
1885-09-20,sa_024r_0030_0100_0120
1885-09-21,sa_024r_0030_0100_0130
1885-09-22,sa_024r_0030_0100_0140
1885-09-23,sa_024r_0030_0100_0150
1885-09-24,sa_024r_0030_0100_0160
1885-09-25,sa_024r_0030_0100_0170
1885-09-26,sa_024r_0030_0100_0180
1885-09-27,sa_024r_0030_0100_0190
1885-09-28,sa_024r_0030_0100_0200
1885-09-29,sa_024r_0030_0100_0210
1885-09-30,sa_024r_0030_0100_0220
1885-10-01,sa_024r_0030_0100_0230
1885-10-02,sa_024r_0030_0100_0240
1885-10-03,sa_024r_0030_0100_0250
1885-10-04,sa_024r_0030_0100_0260
1885-10-05,sa_024r_0030_0100_0270
1885-10-06,sa_024r_0030_0100_0280
1885-10-07,sa_024r_0030_0100_0290
1885-10-08,sa_024r_0030_0110_0010
1885-10-09,sa_024r_0030_0110_0020
1885-10-10,sa_024r_0030_0110_0030
1885-10-11,sa_024r_0030_0110_0040
1885-10-12,sa_024r_0030_0110_0050
1885-10-13,sa_024r_0030_0110_0060
1885-10-14,sa_024r_0030_0110_0070
1885-10-15,sa_024r_0030_0110_0080
1885-10-16,sa_024r_0030_0110_0090
1885-10-17,sa_024r_0030_0110_0100
1885-10-18,sa_024r_0030_0110_0110
1885-10-19,sa_024r_0030_0110_0120
1885-10-20,sa_024r_0030_0110_0130
1885-10-21,sa_024r_0030_0110_0140
1885-10-22,sa_024r_0030_0110_0150
1885-10-23,sa_024r_0030_0110_0160
1885-10-24,sa_024r_0030_0110_0170
1885-10-25,sa_024r_0030_0110_0180
1885-10-26,sa_024r_0030_0110_0190
1885-10-27,sa_024r_0030_0110_0200
1885-10-28,sa_024r_0030_0110_0210
1885-10-29,sa_024r_0030_0110_0220
1885-10-30,sa_024r_0030_0110_0230
1885-10-31,sa_024r_0030_0110_0240
1885-11-01,sa_024r_0030_0110_0250
1885-11-02,sa_024r_0030_0110_0260
1885-11-03,sa_024r_0030_0110_0270
1885-11-04,sa_024r_0030_0110_0280
1885-11-05,sa_024r_0030_0110_0290
1885-11-06,sa_024r_0030_0110_0300
1885-11-07,sa_024r_0030_0120_0010
1885-11-08,sa_024r_0030_0120_0020
1885-11-09,sa_024r_0030_0120_0030
1885-11-10,sa_024r_0030_0120_0040
1885-11-11,sa_024r_0030_0120_0050
1885-11-12,sa_024r_0030_0120_0060
1885-11-13,sa_024r_0030_0120_0070
1885-11-14,sa_024r_0030_0120_0080
1885-11-15,sa_024r_0030_0120_0090
1885-11-16,sa_024r_0030_0120_0100
1885-11-17,sa_024r_0030_0120_0110
1885-11-18,sa_024r_0030_0120_0120
1885-11-19,sa_024r_0030_0120_0130
1885-11-20,sa_024r_0030_0120_0140
1885-11-21,sa_024r_0030_0120_0150
1885-11-22,sa_024r_0030_0120_0160
1885-11-23,sa_024r_0030_0120_0170
1885-11-24,sa_024r_0030_0120_0180
1885-11-25,sa_024r_0030_0120_0190
1885-11-26,sa_024r_0030_0120_0200
1885-11-27,sa_024r_0030_0120_0210
1885-11-28,sa_024r_0030_0120_0220
1885-11-29,sa_024r_0030_0120_0230
1885-11-30,sa_024r_0030_0120_0240
1885-12-01,sa_024r_0030_0120_0250
1885-12-02,sa_024r_0030_0120_0260
1885-12-03,sa_024r_0030_0120_0270
1885-12-04,sa_024r_0030_0120_0280
1885-12-05,sa_024r_0030_0120_0290
1885-12-06,sa_024r_0030_0130_0010
1885-12-07,sa_024r_0030_0130_0020
1885-12-08,sa_024r_0030_0130_0030
1885-12-09,sa_024r_0030_0130_0040
1885-12-10,sa_024r_0030_0130_0050
1885-12-11,sa_024r_0030_0130_0060
1885-12-12,sa_024r_0030_0130_0070
1885-12-13,sa_024r_0030_0130_0080
1885-12-14,sa_024r_0030_0130_0090
1885-12-15,sa_024r_0030_0130_0100
1885-12-16,sa_024r_0030_0130_0110
1885-12-17,sa_024r_0030_0130_0120
1885-12-18,sa_024r_0030_0130_0130
1885-12-19,sa_024r_0030_0130_0140
1885-12-20,sa_024r_0030_0130_0150
1885-12-21,sa_024r_0030_0130_0160
1885-12-22,sa_024r_0030_0130_0170
1885-12-23,sa_024r_0030_0130_0180
1885-12-24,sa_024r_0030_0130_0190
1885-12-25,sa_024r_0030_0130_0200
1885-12-26,sa_024r_0030_0130_0210
1885-12-27,sa_024r_0030_0130_0220
1885-12-28,sa_024r_0030_0130_0230
1885-12-29,sa_024r_0030_0130_0240
1885-12-30,sa_024r_0030_0130_0250
1885-12-31,sa_024r_0030_0130_0260
1886-01-01,sa_024r_0040_0010_0010
1886-01-02,sa_024r_0040_0010_0020
1886-01-03,sa_024r_0040_0010_0030
1886-01-04,sa_024r_0040_0010_0040
1886-01-05,sa_024r_0040_0020_0010
1886-01-06,sa_024r_0040_0020_0020
1886-01-07,sa_024r_0040_0020_0030
1886-01-08,sa_024r_0040_0020_0040
1886-01-09,sa_024r_0040_0020_0050
1886-01-10,sa_024r_0040_0020_0060
1886-01-11,sa_024r_0040_0020_0070
1886-01-12,sa_024r_0040_0020_0080
1886-01-13,sa_024r_0040_0020_0090
1886-01-14,sa_024r_0040_0020_0100
1886-01-15,sa_024r_0040_0020_0110
1886-01-16,sa_024r_0040_0020_0120
1886-01-17,sa_024r_0040_0020_0130
1886-01-18,sa_024r_0040_0020_0140
1886-01-19,sa_024r_0040_0020_0150
1886-01-20,sa_024r_0040_0020_0160
1886-01-21,sa_024r_0040_0020_0170
1886-01-22,sa_024r_0040_0020_0180
1886-01-23,sa_024r_0040_0020_0190
1886-01-24,sa_024r_0040_0020_0200
1886-01-25,sa_024r_0040_0020_0210
1886-01-26,sa_024r_0040_0020_0220
1886-01-27,sa_024r_0040_0020_0230
1886-01-28,sa_024r_0040_0020_0240
1886-01-29,sa_024r_0040_0020_0250
1886-01-30,sa_024r_0040_0020_0260
1886-01-31,sa_024r_0040_0020_0270
1886-02-01,sa_024r_0040_0020_0280
1886-02-02,sa_024r_0040_0020_0290
1886-02-03,sa_024r_0040_0020_0300
1886-02-04,sa_024r_0040_0030_0010
1886-02-05,sa_024r_0040_0030_0020
1886-02-06,sa_024r_0040_0030_0030
1886-02-07,sa_024r_0040_0030_0040
1886-02-08,sa_024r_0040_0030_0050
1886-02-09,sa_024r_0040_0030_0060
1886-02-10,sa_024r_0040_0030_0070
1886-02-11,sa_024r_0040_0030_0080
1886-02-12,sa_024r_0040_0030_0090
1886-02-13,sa_024r_0040_0030_0100
1886-02-14,sa_024r_0040_0030_0110
1886-02-15,sa_024r_0040_0030_0120
1886-02-16,sa_024r_0040_0030_0130
1886-02-17,sa_024r_0040_0030_0140
1886-02-18,sa_024r_0040_0030_0150
1886-02-19,sa_024r_0040_0030_0160
1886-02-20,sa_024r_0040_0030_0170
1886-02-21,sa_024r_0040_0030_0180
1886-02-22,sa_024r_0040_0030_0190
1886-02-23,sa_024r_0040_0030_0200
1886-02-24,sa_024r_0040_0030_0210
1886-02-25,sa_024r_0040_0030_0220
1886-02-26,sa_024r_0040_0030_0230
1886-02-27,sa_024r_0040_0030_0240
1886-02-28,sa_024r_0040_0030_0250
1886-03-01,sa_024r_0040_0030_0260
1886-03-02,sa_024r_0040_0030_0270
1886-03-03,sa_024r_0040_0030_0280
1886-03-04,sa_024r_0040_0030_0290
1886-03-05,sa_024r_0040_0030_0300
1886-03-06,sa_024r_0040_0040_0010
1886-03-07,sa_024r_0040_0040_0020
1886-03-08,sa_024r_0040_0040_0030
1886-03-09,sa_024r_0040_0040_0040
1886-03-10,sa_024r_0040_0040_0050
1886-03-11,sa_024r_0040_0040_0060
1886-03-12,sa_024r_0040_0040_0070
1886-03-13,sa_024r_0040_0040_0080
1886-03-14,sa_024r_0040_0040_0090
1886-03-15,sa_024r_0040_0040_0100
1886-03-16,sa_024r_0040_0040_0110
1886-03-17,sa_024r_0040_0040_0120
1886-03-18,sa_024r_0040_0040_0130
1886-03-19,sa_024r_0040_0040_0140
1886-03-20,sa_024r_0040_0040_0150
1886-03-21,sa_024r_0040_0040_0160
1886-03-22,sa_024r_0040_0040_0170
1886-03-23,sa_024r_0040_0040_0180
1886-03-24,sa_024r_0040_0040_0190
1886-03-25,sa_024r_0040_0040_0200
1886-03-26,sa_024r_0040_0040_0210
1886-03-27,sa_024r_0040_0040_0220
1886-03-28,sa_024r_0040_0040_0230
1886-03-29,sa_024r_0040_0040_0240
1886-03-30,sa_024r_0040_0040_0250
1886-03-31,sa_024r_0040_0040_0260
1886-04-01,sa_024r_0040_0040_0270
1886-04-02,sa_024r_0040_0040_0280
1886-04-03,sa_024r_0040_0040_0290
1886-04-04,sa_024r_0040_0050_0010
1886-04-05,sa_024r_0040_0050_0020
1886-04-06,sa_024r_0040_0050_0030
1886-04-07,sa_024r_0040_0050_0040
1886-04-08,sa_024r_0040_0050_0050
1886-04-09,sa_024r_0040_0050_0060
1886-04-10,sa_024r_0040_0050_0070
1886-04-11,sa_024r_0040_0050_0080
1886-04-12,sa_024r_0040_0050_0090
1886-04-13,sa_024r_0040_0050_0100
1886-04-14,sa_024r_0040_0050_0110
1886-04-15,sa_024r_0040_0050_0120
1886-04-16,sa_024r_0040_0050_0130
1886-04-17,sa_024r_0040_0050_0140
1886-04-18,sa_024r_0040_0050_0150
1886-04-19,sa_024r_0040_0050_0160
1886-04-20,sa_024r_0040_0050_0170
1886-04-21,sa_024r_0040_0050_0180
1886-04-22,sa_024r_0040_0050_0190
1886-04-23,sa_024r_0040_0050_0200
1886-04-24,sa_024r_0040_0050_0210
1886-04-25,sa_024r_0040_0050_0220
1886-04-26,sa_024r_0040_0050_0230
1886-04-27,sa_024r_0040_0050_0240
1886-04-28,sa_024r_0040_0050_0250
1886-04-29,sa_024r_0040_0050_0260
1886-04-30,sa_024r_0040_0050_0270
1886-05-01,sa_024r_0040_0050_0280
1886-05-02,sa_024r_0040_0050_0290
1886-05-03,sa_024r_0040_0050_0300
1886-05-04,sa_024r_0040_0060_0010
1886-05-05,sa_024r_0040_0060_0020
1886-05-06,sa_024r_0040_0060_0030
1886-05-07,sa_024r_0040_0060_0040
1886-05-08,sa_024r_0040_0060_0050
1886-05-09,sa_024r_0040_0060_0060
1886-05-10,sa_024r_0040_0060_0070
1886-05-11,sa_024r_0040_0060_0080
1886-05-12,sa_024r_0040_0060_0090
1886-05-13,sa_024r_0040_0060_0100
1886-05-14,sa_024r_0040_0060_0110
1886-05-15,sa_024r_0040_0060_0120
1886-05-16,sa_024r_0040_0060_0130
1886-05-17,sa_024r_0040_0060_0140
1886-05-18,sa_024r_0040_0060_0150
1886-05-19,sa_024r_0040_0060_0160
1886-05-20,sa_024r_0040_0060_0170
1886-05-21,sa_024r_0040_0060_0180
1886-05-22,sa_024r_0040_0060_0190
1886-05-23,sa_024r_0040_0060_0200
1886-05-24,sa_024r_0040_0060_0210
1886-05-25,sa_024r_0040_0060_0220
1886-05-26,sa_024r_0040_0060_0230
1886-05-27,sa_024r_0040_0060_0240
1886-05-28,sa_024r_0040_0060_0250
1886-05-29,sa_024r_0040_0060_0260
1886-05-30,sa_024r_0040_0060_0270
1886-05-31,sa_024r_0040_0060_0280
1886-06-01,sa_024r_0040_0060_0290
1886-06-02,sa_024r_0040_0070_0010
1886-06-03,sa_024r_0040_0070_0020
1886-06-04,sa_024r_0040_0070_0030
1886-06-05,sa_024r_0040_0070_0040
1886-06-06,sa_024r_0040_0070_0050
1886-06-07,sa_024r_0040_0070_0060
1886-06-08,sa_024r_0040_0070_0070
1886-06-09,sa_024r_0040_0070_0080
1886-06-10,sa_024r_0040_0070_0090
1886-06-11,sa_024r_0040_0070_0100
1886-06-12,sa_024r_0040_0070_0110
1886-06-13,sa_024r_0040_0070_0120
1886-06-14,sa_024r_0040_0070_0130
1886-06-15,sa_024r_0040_0070_0140
1886-06-16,sa_024r_0040_0070_0150
1886-06-17,sa_024r_0040_0070_0160
1886-06-18,sa_024r_0040_0070_0170
1886-06-19,sa_024r_0040_0070_0180
1886-06-20,sa_024r_0040_0070_0190
1886-06-21,sa_024r_0040_0070_0200
1886-06-22,sa_024r_0040_0070_0210
1886-06-23,sa_024r_0040_0070_0220
1886-06-24,sa_024r_0040_0070_0230
1886-06-25,sa_024r_0040_0070_0240
1886-06-26,sa_024r_0040_0070_0250
1886-06-27,sa_024r_0040_0070_0260
1886-06-28,sa_024r_0040_0070_0270
1886-06-29,sa_024r_0040_0070_0280
1886-06-30,sa_024r_0040_0070_0290
1886-07-01,sa_024r_0040_0070_0300
1886-07-02,sa_024r_0040_0080_0010
1886-07-03,sa_024r_0040_0080_0020
1886-07-04,sa_024r_0040_0080_0030
1886-07-05,sa_024r_0040_0080_0040
1886-07-06,sa_024r_0040_0080_0050
1886-07-07,sa_024r_0040_0080_0060
1886-07-08,sa_024r_0040_0080_0070
1886-07-09,sa_024r_0040_0080_0080
1886-07-10,sa_024r_0040_0080_0090
1886-07-11,sa_024r_0040_0080_0100
1886-07-12,sa_024r_0040_0080_0110
1886-07-13,sa_024r_0040_0080_0120
1886-07-14,sa_024r_0040_0080_0130
1886-07-15,sa_024r_0040_0080_0140
1886-07-16,sa_024r_0040_0080_0150
1886-07-17,sa_024r_0040_0080_0160
1886-07-18,sa_024r_0040_0080_0170
1886-07-19,sa_024r_0040_0080_0180
1886-07-20,sa_024r_0040_0080_0190
1886-07-21,sa_024r_0040_0080_0200
1886-07-22,sa_024r_0040_0080_0210
1886-07-23,sa_024r_0040_0080_0220
1886-07-24,sa_024r_0040_0080_0230
1886-07-25,sa_024r_0040_0080_0240
1886-07-26,sa_024r_0040_0080_0250
1886-07-27,sa_024r_0040_0080_0260
1886-07-28,sa_024r_0040_0080_0270
1886-07-29,sa_024r_0040_0080_0280
1886-07-30,sa_024r_0040_0080_0290
1886-07-31,sa_024r_0040_0090_0010
1886-08-01,sa_024r_0040_0090_0020
1886-08-02,sa_024r_0040_0090_0030
1886-08-03,sa_024r_0040_0090_0040
1886-08-04,sa_024r_0040_0090_0050
1886-08-05,sa_024r_0040_0090_0060
1886-08-06,sa_024r_0040_0090_0070
1886-08-07,sa_024r_0040_0090_0080
1886-08-08,sa_024r_0040_0090_0090
1886-08-09,sa_024r_0040_0090_0100
1886-08-10,sa_024r_0040_0090_0110
1886-08-11,sa_024r_0040_0090_0120
1886-08-12,sa_024r_0040_0090_0130
1886-08-13,sa_024r_0040_0090_0140
1886-08-14,sa_024r_0040_0090_0150
1886-08-15,sa_024r_0040_0090_0160
1886-08-16,sa_024r_0040_0090_0170
1886-08-17,sa_024r_0040_0090_0180
1886-08-18,sa_024r_0040_0090_0190
1886-08-19,sa_024r_0040_0090_0200
1886-08-20,sa_024r_0040_0090_0210
1886-08-21,sa_024r_0040_0090_0220
1886-08-22,sa_024r_0040_0090_0230
1886-08-23,sa_024r_0040_0090_0240
1886-08-24,sa_024r_0040_0090_0250
1886-08-25,sa_024r_0040_0090_0260
1886-08-26,sa_024r_0040_0090_0270
1886-08-27,sa_024r_0040_0090_0280
1886-08-28,sa_024r_0040_0090_0290
1886-08-29,sa_024r_0040_0100_0010
1886-08-30,sa_024r_0040_0100_0020
1886-08-31,sa_024r_0040_0100_0030
1886-09-01,sa_024r_0040_0100_0040
1886-09-02,sa_024r_0040_0100_0050
1886-09-03,sa_024r_0040_0100_0060
1886-09-04,sa_024r_0040_0100_0070
1886-09-05,sa_024r_0040_0100_0080
1886-09-06,sa_024r_0040_0100_0090
1886-09-07,sa_024r_0040_0100_0100
1886-09-08,sa_024r_0040_0100_0110
1886-09-09,sa_024r_0040_0100_0120
1886-09-10,sa_024r_0040_0100_0130
1886-09-11,sa_024r_0040_0100_0140
1886-09-12,sa_024r_0040_0100_0150
1886-09-13,sa_024r_0040_0100_0160
1886-09-14,sa_024r_0040_0100_0170
1886-09-15,sa_024r_0040_0100_0180
1886-09-16,sa_024r_0040_0100_0190
1886-09-17,sa_024r_0040_0100_0200
1886-09-18,sa_024r_0040_0100_0210
1886-09-19,sa_024r_0040_0100_0220
1886-09-20,sa_024r_0040_0100_0230
1886-09-21,sa_024r_0040_0100_0240
1886-09-22,sa_024r_0040_0100_0250
1886-09-23,sa_024r_0040_0100_0260
1886-09-24,sa_024r_0040_0100_0270
1886-09-25,sa_024r_0040_0100_0280
1886-09-26,sa_024r_0040_0100_0290
1886-09-27,sa_024r_0040_0100_0300
1886-09-28,sa_024r_0040_0110_0010
1886-09-29,sa_024r_0040_0110_0020
1886-09-30,sa_024r_0040_0110_0030
1886-10-01,sa_024r_0040_0110_0040
1886-10-02,sa_024r_0040_0110_0050
1886-10-03,sa_024r_0040_0110_0060
1886-10-04,sa_024r_0040_0110_0070
1886-10-05,sa_024r_0040_0110_0080
1886-10-06,sa_024r_0040_0110_0090
1886-10-07,sa_024r_0040_0110_0100
1886-10-08,sa_024r_0040_0110_0110
1886-10-09,sa_024r_0040_0110_0120
1886-10-10,sa_024r_0040_0110_0130
1886-10-11,sa_024r_0040_0110_0140
1886-10-12,sa_024r_0040_0110_0150
1886-10-13,sa_024r_0040_0110_0160
1886-10-14,sa_024r_0040_0110_0170
1886-10-15,sa_024r_0040_0110_0180
1886-10-16,sa_024r_0040_0110_0190
1886-10-17,sa_024r_0040_0110_0200
1886-10-18,sa_024r_0040_0110_0210
1886-10-19,sa_024r_0040_0110_0220
1886-10-20,sa_024r_0040_0110_0230
1886-10-21,sa_024r_0040_0110_0240
1886-10-22,sa_024r_0040_0110_0250
1886-10-23,sa_024r_0040_0110_0260
1886-10-24,sa_024r_0040_0110_0270
1886-10-25,sa_024r_0040_0110_0280
1886-10-26,sa_024r_0040_0110_0290
1886-10-27,sa_024r_0040_0120_0010
1886-10-28,sa_024r_0040_0120_0020
1886-10-29,sa_024r_0040_0120_0030
1886-10-30,sa_024r_0040_0120_0040
1886-10-31,sa_024r_0040_0120_0050
1886-11-01,sa_024r_0040_0120_0060
1886-11-02,sa_024r_0040_0120_0070
1886-11-03,sa_024r_0040_0120_0080
1886-11-04,sa_024r_0040_0120_0090
1886-11-05,sa_024r_0040_0120_0100
1886-11-06,sa_024r_0040_0120_0110
1886-11-07,sa_024r_0040_0120_0120
1886-11-08,sa_024r_0040_0120_0130
1886-11-09,sa_024r_0040_0120_0140
1886-11-10,sa_024r_0040_0120_0150
1886-11-11,sa_024r_0040_0120_0160
1886-11-12,sa_024r_0040_0120_0170
1886-11-13,sa_024r_0040_0120_0180
1886-11-14,sa_024r_0040_0120_0190
1886-11-15,sa_024r_0040_0120_0200
1886-11-16,sa_024r_0040_0120_0210
1886-11-17,sa_024r_0040_0120_0220
1886-11-18,sa_024r_0040_0120_0230
1886-11-19,sa_024r_0040_0120_0240
1886-11-20,sa_024r_0040_0120_0250
1886-11-21,sa_024r_0040_0120_0260
1886-11-22,sa_024r_0040_0120_0270
1886-11-23,sa_024r_0040_0120_0280
1886-11-24,sa_024r_0040_0120_0290
1886-11-25,sa_024r_0040_0120_0300
1886-11-26,sa_024r_0040_0130_0010
1886-11-27,sa_024r_0040_0130_0020
1886-11-28,sa_024r_0040_0130_0030
1886-11-29,sa_024r_0040_0130_0040
1886-11-30,sa_024r_0040_0130_0050
1886-12-01,sa_024r_0040_0130_0060
1886-12-02,sa_024r_0040_0130_0070
1886-12-03,sa_024r_0040_0130_0080
1886-12-04,sa_024r_0040_0130_0090
1886-12-05,sa_024r_0040_0130_0100
1886-12-06,sa_024r_0040_0130_0110
1886-12-07,sa_024r_0040_0130_0120
1886-12-08,sa_024r_0040_0130_0130
1886-12-09,sa_024r_0040_0130_0140
1886-12-10,sa_024r_0040_0130_0150
1886-12-11,sa_024r_0040_0130_0160
1886-12-12,sa_024r_0040_0130_0170
1886-12-13,sa_024r_0040_0130_0180
1886-12-14,sa_024r_0040_0130_0190
1886-12-15,sa_024r_0040_0130_0200
1886-12-16,sa_024r_0040_0130_0210
1886-12-17,sa_024r_0040_0130_0220
1886-12-18,sa_024r_0040_0130_0230
1886-12-19,sa_024r_0040_0130_0240
1886-12-20,sa_024r_0040_0130_0250
1886-12-21,sa_024r_0040_0130_0260
1886-12-22,sa_024r_0040_0130_0270
1886-12-23,sa_024r_0040_0130_0280
1886-12-24,sa_024r_0040_0130_0290
1886-12-25,sa_024r_0040_0140_0010
1886-12-26,sa_024r_0040_0140_0020
1886-12-27,sa_024r_0040_0140_0030
1886-12-28,sa_024r_0040_0140_0040
1886-12-29,sa_024r_0040_0140_0050
1886-12-30,sa_024r_0040_0140_0060
1886-12-31,sa_024r_0040_0140_0070
1887-01-01,sa_024r_0050_0010_0010
1887-01-02,sa_024r_0050_0010_0020
1887-01-03,sa_024r_0050_0010_0030
1887-01-04,sa_024r_0050_0010_0040
1887-01-05,sa_024r_0050_0010_0050
1887-01-06,sa_024r_0050_0010_0060
1887-01-07,sa_024r_0050_0010_0070
1887-01-08,sa_024r_0050_0010_0080
1887-01-09,sa_024r_0050_0010_0090
1887-01-10,sa_024r_0050_0010_0100
1887-01-11,sa_024r_0050_0010_0110
1887-01-12,sa_024r_0050_0010_0120
1887-01-13,sa_024r_0050_0010_0130
1887-01-14,sa_024r_0050_0010_0140
1887-01-15,sa_024r_0050_0010_0150
1887-01-16,sa_024r_0050_0010_0160
1887-01-17,sa_024r_0050_0010_0170
1887-01-18,sa_024r_0050_0010_0180
1887-01-19,sa_024r_0050_0010_0190
1887-01-20,sa_024r_0050_0010_0200
1887-01-21,sa_024r_0050_0010_0210
1887-01-22,sa_024r_0050_0010_0220
1887-01-23,sa_024r_0050_0010_0230
1887-01-24,sa_024r_0050_0020_0010
1887-01-25,sa_024r_0050_0020_0020
1887-01-26,sa_024r_0050_0020_0030
1887-01-27,sa_024r_0050_0020_0040
1887-01-28,sa_024r_0050_0020_0050
1887-01-29,sa_024r_0050_0020_0060
1887-01-30,sa_024r_0050_0020_0070
1887-01-31,sa_024r_0050_0020_0080
1887-02-01,sa_024r_0050_0020_0090
1887-02-02,sa_024r_0050_0020_0100
1887-02-03,sa_024r_0050_0020_0110
1887-02-04,sa_024r_0050_0020_0120
1887-02-05,sa_024r_0050_0020_0130
1887-02-06,sa_024r_0050_0020_0140
1887-02-07,sa_024r_0050_0020_0150
1887-02-08,sa_024r_0050_0020_0160
1887-02-09,sa_024r_0050_0020_0170
1887-02-10,sa_024r_0050_0020_0180
1887-02-11,sa_024r_0050_0020_0190
1887-02-12,sa_024r_0050_0020_0200
1887-02-13,sa_024r_0050_0020_0210
1887-02-14,sa_024r_0050_0020_0220
1887-02-15,sa_024r_0050_0020_0230
1887-02-16,sa_024r_0050_0020_0240
1887-02-17,sa_024r_0050_0020_0250
1887-02-18,sa_024r_0050_0020_0260
1887-02-19,sa_024r_0050_0020_0270
1887-02-20,sa_024r_0050_0020_0280
1887-02-21,sa_024r_0050_0020_0290
1887-02-22,sa_024r_0050_0020_0300
1887-02-23,sa_024r_0050_0030_0010
1887-02-24,sa_024r_0050_0030_0020
1887-02-25,sa_024r_0050_0030_0030
1887-02-26,sa_024r_0050_0030_0040
1887-02-27,sa_024r_0050_0030_0050
1887-02-28,sa_024r_0050_0030_0060
1887-03-01,sa_024r_0050_0030_0070
1887-03-02,sa_024r_0050_0030_0080
1887-03-03,sa_024r_0050_0030_0090
1887-03-04,sa_024r_0050_0030_0100
1887-03-05,sa_024r_0050_0030_0110
1887-03-06,sa_024r_0050_0030_0120
1887-03-07,sa_024r_0050_0030_0130
1887-03-08,sa_024r_0050_0030_0140
1887-03-09,sa_024r_0050_0030_0150
1887-03-10,sa_024r_0050_0030_0160
1887-03-11,sa_024r_0050_0030_0170
1887-03-12,sa_024r_0050_0030_0180
1887-03-13,sa_024r_0050_0030_0190
1887-03-14,sa_024r_0050_0030_0200
1887-03-15,sa_024r_0050_0030_0210
1887-03-16,sa_024r_0050_0030_0220
1887-03-17,sa_024r_0050_0030_0230
1887-03-18,sa_024r_0050_0030_0240
1887-03-19,sa_024r_0050_0030_0250
1887-03-20,sa_024r_0050_0030_0260
1887-03-21,sa_024r_0050_0030_0270
1887-03-22,sa_024r_0050_0030_0280
1887-03-23,sa_024r_0050_0030_0290
1887-03-24,sa_024r_0050_0030_0300
1887-03-25,sa_024r_0050_0040_0010
1887-03-26,sa_024r_0050_0040_0020
