date,code
1888-12-22,sa_024r_0060_0130_0200
1888-12-23,sa_024r_0060_0130_0210
1888-12-24,sa_024r_0060_0130_0220
1888-12-25,sa_024r_0060_0130_0230
1888-12-26,sa_024r_0060_0130_0240
1888-12-27,sa_024r_0060_0130_0250
1888-12-28,sa_024r_0060_0130_0260
1888-12-29,sa_024r_0060_0130_0270
1888-12-30,sa_024r_0060_0130_0280
1888-12-31,sa_024r_0060_0130_0290
1889-01-01,sa_024r_0070_0010_0010
1889-01-02,sa_024r_0070_0020_0010
1889-01-03,sa_024r_0070_0020_0020
1889-01-04,sa_024r_0070_0020_0030
1889-01-05,sa_024r_0070_0020_0040
1889-01-06,sa_024r_0070_0020_0050
1889-01-07,sa_024r_0070_0020_0060
1889-01-08,sa_024r_0070_0020_0070
1889-01-09,sa_024r_0070_0020_0080
1889-01-10,sa_024r_0070_0020_0090
1889-01-11,sa_024r_0070_0020_0100
1889-01-12,sa_024r_0070_0020_0110
1889-01-13,sa_024r_0070_0020_0120
1889-01-14,sa_024r_0070_0020_0130
1889-01-15,sa_024r_0070_0020_0140
1889-01-16,sa_024r_0070_0020_0150
1889-01-17,sa_024r_0070_0020_0160
1889-01-18,sa_024r_0070_0020_0170
1889-01-19,sa_024r_0070_0020_0180
1889-01-20,sa_024r_0070_0020_0190
1889-01-21,sa_024r_0070_0020_0200
1889-01-22,sa_024r_0070_0020_0210
1889-01-23,sa_024r_0070_0020_0220
1889-01-24,sa_024r_0070_0020_0230
1889-01-25,sa_024r_0070_0020_0240
1889-01-26,sa_024r_0070_0020_0250
1889-01-27,sa_024r_0070_0020_0260
1889-01-28,sa_024r_0070_0020_0270
1889-01-29,sa_024r_0070_0020_0280
1889-01-30,sa_024r_0070_0020_0290
1889-01-31,sa_024r_0070_0030_0010
1889-02-01,sa_024r_0070_0030_0020
1889-02-02,sa_024r_0070_0030_0030
1889-02-03,sa_024r_0070_0030_0040
1889-02-04,sa_024r_0070_0030_0050
1889-02-05,sa_024r_0070_0030_0060
1889-02-06,sa_024r_0070_0030_0070
1889-02-07,sa_024r_0070_0030_0080
1889-02-08,sa_024r_0070_0030_0090
1889-02-09,sa_024r_0070_0030_0100
1889-02-10,sa_024r_0070_0030_0110
1889-02-11,sa_024r_0070_0030_0120
1889-02-12,sa_024r_0070_0030_0130
1889-02-13,sa_024r_0070_0030_0140
1889-02-14,sa_024r_0070_0030_0150
1889-02-15,sa_024r_0070_0030_0160
1889-02-16,sa_024r_0070_0030_0170
1889-02-17,sa_024r_0070_0030_0180
1889-02-18,sa_024r_0070_0030_0190
1889-02-19,sa_024r_0070_0030_0200
1889-02-20,sa_024r_0070_0030_0210
1889-02-21,sa_024r_0070_0030_0220
1889-02-22,sa_024r_0070_0030_0230
1889-02-23,sa_024r_0070_0030_0240
1889-02-24,sa_024r_0070_0030_0250
1889-02-25,sa_024r_0070_0030_0260
1889-02-26,sa_024r_0070_0030_0270
1889-02-27,sa_024r_0070_0030_0280
1889-02-28,sa_024r_0070_0030_0290
1889-03-01,sa_024r_0070_0030_0300
1889-03-02,sa_024r_0070_0040_0010
1889-03-03,sa_024r_0070_0040_0020
1889-03-04,sa_024r_0070_0040_0030
1889-03-05,sa_024r_0070_0040_0040
1889-03-06,sa_024r_0070_0040_0050
1889-03-07,sa_024r_0070_0040_0060
1889-03-08,sa_024r_0070_0040_0070
1889-03-09,sa_024r_0070_0040_0080
1889-03-10,sa_024r_0070_0040_0090
1889-03-11,sa_024r_0070_0040_0100
1889-03-12,sa_024r_0070_0040_0110
1889-03-13,sa_024r_0070_0040_0120
1889-03-14,sa_024r_0070_0040_0130
1889-03-15,sa_024r_0070_0040_0140
1889-03-16,sa_024r_0070_0040_0150
1889-03-17,sa_024r_0070_0040_0160
1889-03-18,sa_024r_0070_0040_0170
1889-03-19,sa_024r_0070_0040_0180
1889-03-20,sa_024r_0070_0040_0190
1889-03-21,sa_024r_0070_0040_0200
1889-03-22,sa_024r_0070_0040_0210
1889-03-23,sa_024r_0070_0040_0220
1889-03-24,sa_024r_0070_0040_0230
1889-03-25,sa_024r_0070_0040_0240
1889-03-26,sa_024r_0070_0040_0250
1889-03-27,sa_024r_0070_0040_0260
1889-03-28,sa_024r_0070_0040_0270
1889-03-29,sa_024r_0070_0040_0280
1889-03-30,sa_024r_0070_0040_0290
1889-03-31,sa_024r_0070_0050_0010
1889-04-01,sa_024r_0070_0050_0020
1889-04-02,sa_024r_0070_0050_0030
1889-04-03,sa_024r_0070_0050_0040
1889-04-04,sa_024r_0070_0050_0050
1889-04-05,sa_024r_0070_0050_0060
1889-04-06,sa_024r_0070_0050_0070
1889-04-07,sa_024r_0070_0050_0080
1889-04-08,sa_024r_0070_0050_0090
1889-04-09,sa_024r_0070_0050_0100
1889-04-10,sa_024r_0070_0050_0110
1889-04-11,sa_024r_0070_0050_0120
1889-04-12,sa_024r_0070_0050_0130
1889-04-13,sa_024r_0070_0050_0140
1889-04-14,sa_024r_0070_0050_0150
1889-04-15,sa_024r_0070_0050_0160
1889-04-16,sa_024r_0070_0050_0170
1889-04-17,sa_024r_0070_0050_0180
1889-04-18,sa_024r_0070_0050_0190
1889-04-19,sa_024r_0070_0050_0200
1889-04-20,sa_024r_0070_0050_0210
1889-04-21,sa_024r_0070_0050_0220
1889-04-22,sa_024r_0070_0050_0230
1889-04-23,sa_024r_0070_0050_0240
1889-04-24,sa_024r_0070_0050_0250
1889-04-25,sa_024r_0070_0050_0260
1889-04-26,sa_024r_0070_0050_0270
1889-04-27,sa_024r_0070_0050_0280
1889-04-28,sa_024r_0070_0050_0290
1889-04-29,sa_024r_0070_0050_0300
1889-04-30,sa_024r_0070_0060_0010
1889-05-01,sa_024r_0070_0060_0020
1889-05-02,sa_024r_0070_0060_0030
1889-05-03,sa_024r_0070_0060_0040
1889-05-04,sa_024r_0070_0060_0050
1889-05-05,sa_024r_0070_0060_0060
1889-05-06,sa_024r_0070_0060_0070
1889-05-07,sa_024r_0070_0060_0080
1889-05-08,sa_024r_0070_0060_0090
1889-05-09,sa_024r_0070_0060_0100
1889-05-10,sa_024r_0070_0060_0110
1889-05-11,sa_024r_0070_0060_0120
1889-05-12,sa_024r_0070_0060_0130
1889-05-13,sa_024r_0070_0060_0140
1889-05-14,sa_024r_0070_0060_0150
1889-05-15,sa_024r_0070_0060_0160
1889-05-16,sa_024r_0070_0060_0170
1889-05-17,sa_024r_0070_0060_0180
1889-05-18,sa_024r_0070_0060_0190
1889-05-19,sa_024r_0070_0060_0200
1889-05-20,sa_024r_0070_0060_0210
1889-05-21,sa_024r_0070_0060_0220
1889-05-22,sa_024r_0070_0060_0230
1889-05-23,sa_024r_0070_0060_0240
1889-05-24,sa_024r_0070_0060_0250
1889-05-25,sa_024r_0070_0060_0260
1889-05-26,sa_024r_0070_0060_0270
1889-05-27,sa_024r_0070_0060_0280
1889-05-28,sa_024r_0070_0060_0290
1889-05-29,sa_024r_0070_0060_0300
1889-05-30,sa_024r_0070_0070_0010
1889-05-31,sa_024r_0070_0070_0020
1889-06-01,sa_024r_0070_0070_0030
1889-06-02,sa_024r_0070_0070_0040
1889-06-03,sa_024r_0070_0070_0050
1889-06-04,sa_024r_0070_0070_0060
1889-06-05,sa_024r_0070_0070_0070
1889-06-06,sa_024r_0070_0070_0080
1889-06-07,sa_024r_0070_0070_0090
1889-06-08,sa_024r_0070_0070_0100
1889-06-09,sa_024r_0070_0070_0110
1889-06-10,sa_024r_0070_0070_0120
1889-06-11,sa_024r_0070_0070_0130
1889-06-12,sa_024r_0070_0070_0140
1889-06-13,sa_024r_0070_0070_0150
1889-06-14,sa_024r_0070_0070_0160
1889-06-15,sa_024r_0070_0070_0170
1889-06-16,sa_024r_0070_0070_0180
1889-06-17,sa_024r_0070_0070_0190
1889-06-18,sa_024r_0070_0070_0200
1889-06-19,sa_024r_0070_0070_0210
1889-06-20,sa_024r_0070_0070_0220
1889-06-21,sa_024r_0070_0070_0230
1889-06-22,sa_024r_0070_0070_0240
1889-06-23,sa_024r_0070_0070_0250
1889-06-24,sa_024r_0070_0070_0260
1889-06-25,sa_024r_0070_0070_0270
1889-06-26,sa_024r_0070_0070_0280
1889-06-27,sa_024r_0070_0070_0290
1889-06-28,sa_024r_0070_0080_0010
1889-06-29,sa_024r_0070_0080_0020
1889-06-30,sa_024r_0070_0080_0030
1889-07-01,sa_024r_0070_0080_0040
1889-07-02,sa_024r_0070_0080_0050
1889-07-03,sa_024r_0070_0080_0060
1889-07-04,sa_024r_0070_0080_0070
1889-07-05,sa_024r_0070_0080_0080
1889-07-06,sa_024r_0070_0080_0090
1889-07-07,sa_024r_0070_0080_0100
1889-07-08,sa_024r_0070_0080_0110
1889-07-09,sa_024r_0070_0080_0120
1889-07-10,sa_024r_0070_0080_0130
1889-07-11,sa_024r_0070_0080_0140
1889-07-12,sa_024r_0070_0080_0150
1889-07-13,sa_024r_0070_0080_0160
1889-07-14,sa_024r_0070_0080_0170
1889-07-15,sa_024r_0070_0080_0180
1889-07-16,sa_024r_0070_0080_0190
1889-07-17,sa_024r_0070_0080_0200
1889-07-18,sa_024r_0070_0080_0210
1889-07-19,sa_024r_0070_0080_0220
1889-07-20,sa_024r_0070_0080_0230
1889-07-21,sa_024r_0070_0080_0240
1889-07-22,sa_024r_0070_0080_0250
1889-07-23,sa_024r_0070_0080_0260
1889-07-24,sa_024r_0070_0080_0270
1889-07-25,sa_024r_0070_0080_0280
1889-07-26,sa_024r_0070_0080_0290
1889-07-27,sa_024r_0070_0080_0300
1889-07-28,sa_024r_0070_0090_0010
1889-07-29,sa_024r_0070_0090_0020
1889-07-30,sa_024r_0070_0090_0030
1889-07-31,sa_024r_0070_0090_0040
1889-08-01,sa_024r_0070_0090_0050
1889-08-02,sa_024r_0070_0090_0060
1889-08-03,sa_024r_0070_0090_0070
1889-08-04,sa_024r_0070_0090_0080
1889-08-05,sa_024r_0070_0090_0090
1889-08-06,sa_024r_0070_0090_0100
1889-08-07,sa_024r_0070_0090_0110
1889-08-08,sa_024r_0070_0090_0120
1889-08-09,sa_024r_0070_0090_0130
1889-08-10,sa_024r_0070_0090_0140
1889-08-11,sa_024r_0070_0090_0150
1889-08-12,sa_024r_0070_0090_0160
1889-08-13,sa_024r_0070_0090_0170
1889-08-14,sa_024r_0070_0090_0180
1889-08-15,sa_024r_0070_0090_0190
1889-08-16,sa_024r_0070_0090_0200
1889-08-17,sa_024r_0070_0090_0210
1889-08-18,sa_024r_0070_0090_0220
1889-08-19,sa_024r_0070_0090_0230
1889-08-20,sa_024r_0070_0090_0240
1889-08-21,sa_024r_0070_0090_0250
1889-08-22,sa_024r_0070_0090_0260
1889-08-23,sa_024r_0070_0090_0270
1889-08-24,sa_024r_0070_0090_0280
1889-08-25,sa_024r_0070_0090_0290
1889-08-26,sa_024r_0070_0100_0010
1889-08-27,sa_024r_0070_0100_0020
1889-08-28,sa_024r_0070_0100_0030
1889-08-29,sa_024r_0070_0100_0040
1889-08-30,sa_024r_0070_0100_0050
1889-08-31,sa_024r_0070_0100_0060
1889-09-01,sa_024r_0070_0100_0070
1889-09-02,sa_024r_0070_0100_0080
1889-09-03,sa_024r_0070_0100_0090
1889-09-04,sa_024r_0070_0100_0100
1889-09-05,sa_024r_0070_0100_0110
1889-09-06,sa_024r_0070_0100_0120
1889-09-07,sa_024r_0070_0100_0130
1889-09-08,sa_024r_0070_0100_0140
1889-09-09,sa_024r_0070_0100_0150
1889-09-10,sa_024r_0070_0100_0160
1889-09-11,sa_024r_0070_0100_0170
1889-09-12,sa_024r_0070_0100_0180
1889-09-13,sa_024r_0070_0100_0190
1889-09-14,sa_024r_0070_0100_0200
1889-09-15,sa_024r_0070_0100_0210
1889-09-16,sa_024r_0070_0100_0220
1889-09-17,sa_024r_0070_0100_0230
1889-09-18,sa_024r_0070_0100_0240
1889-09-19,sa_024r_0070_0100_0250
1889-09-20,sa_024r_0070_0100_0260
1889-09-21,sa_024r_0070_0100_0270
1889-09-22,sa_024r_0070_0100_0280
1889-09-23,sa_024r_0070_0100_0290
1889-09-24,sa_024r_0070_0100_0300
1889-09-25,sa_024r_0070_0110_0010
1889-09-26,sa_024r_0070_0110_0020
1889-09-27,sa_024r_0070_0110_0030
1889-09-28,sa_024r_0070_0110_0040
1889-09-29,sa_024r_0070_0110_0050
1889-09-30,sa_024r_0070_0110_0060
1889-10-01,sa_024r_0070_0110_0070
1889-10-02,sa_024r_0070_0110_0080
1889-10-03,sa_024r_0070_0110_0090
1889-10-04,sa_024r_0070_0110_0100
1889-10-05,sa_024r_0070_0110_0110
1889-10-06,sa_024r_0070_0110_0120
1889-10-07,sa_024r_0070_0110_0130
1889-10-08,sa_024r_0070_0110_0140
1889-10-09,sa_024r_0070_0110_0150
1889-10-10,sa_024r_0070_0110_0160
1889-10-11,sa_024r_0070_0110_0170
1889-10-12,sa_024r_0070_0110_0180
1889-10-13,sa_024r_0070_0110_0190
1889-10-14,sa_024r_0070_0110_0200
1889-10-15,sa_024r_0070_0110_0210
1889-10-16,sa_024r_0070_0110_0220
1889-10-17,sa_024r_0070_0110_0230
1889-10-18,sa_024r_0070_0110_0240
1889-10-19,sa_024r_0070_0110_0250
1889-10-20,sa_024r_0070_0110_0260
1889-10-21,sa_024r_0070_0110_0270
1889-10-22,sa_024r_0070_0110_0280
1889-10-23,sa_024r_0070_0110_0290
1889-10-24,sa_024r_0070_0120_0010
1889-10-25,sa_024r_0070_0120_0020
1889-10-26,sa_024r_0070_0120_0030
1889-10-27,sa_024r_0070_0120_0040
1889-10-28,sa_024r_0070_0120_0050
1889-10-29,sa_024r_0070_0120_0060
1889-10-30,sa_024r_0070_0120_0070
1889-10-31,sa_024r_0070_0120_0080
1889-11-01,sa_024r_0070_0120_0090
1889-11-02,sa_024r_0070_0120_0100
1889-11-03,sa_024r_0070_0120_0110
1889-11-04,sa_024r_0070_0120_0120
1889-11-05,sa_024r_0070_0120_0130
1889-11-06,sa_024r_0070_0120_0140
1889-11-07,sa_024r_0070_0120_0150
1889-11-08,sa_024r_0070_0120_0160
1889-11-09,sa_024r_0070_0120_0170
1889-11-10,sa_024r_0070_0120_0180
1889-11-11,sa_024r_0070_0120_0190
1889-11-12,sa_024r_0070_0120_0200
1889-11-13,sa_024r_0070_0120_0210
1889-11-14,sa_024r_0070_0120_0220
1889-11-15,sa_024r_0070_0120_0230
1889-11-16,sa_024r_0070_0120_0240
1889-11-17,sa_024r_0070_0120_0250
1889-11-18,sa_024r_0070_0120_0260
1889-11-19,sa_024r_0070_0120_0270
1889-11-20,sa_024r_0070_0120_0280
1889-11-21,sa_024r_0070_0120_0290
1889-11-22,sa_024r_0070_0120_0300
1889-11-23,sa_024r_0070_0130_0010
1889-11-24,sa_024r_0070_0130_0020
1889-11-25,sa_024r_0070_0130_0030
1889-11-26,sa_024r_0070_0130_0040
1889-11-27,sa_024r_0070_0130_0050
1889-11-28,sa_024r_0070_0130_0060
1889-11-29,sa_024r_0070_0130_0070
1889-11-30,sa_024r_0070_0130_0080
1889-12-01,sa_024r_0070_0130_0090
1889-12-02,sa_024r_0070_0130_0100
1889-12-03,sa_024r_0070_0130_0110
1889-12-04,sa_024r_0070_0130_0120
1889-12-05,sa_024r_0070_0130_0130
1889-12-06,sa_024r_0070_0130_0140
1889-12-07,sa_024r_0070_0130_0150
1889-12-07,sa_024r_0070_0130_0160
1889-12-08,sa_024r_0070_0130_0170
1889-12-09,sa_024r_0070_0130_0180
1889-12-10,sa_024r_0070_0130_0190
1889-12-11,sa_024r_0070_0130_0200
1889-12-12,sa_024r_0070_0130_0210
1889-12-13,sa_024r_0070_0130_0220
1889-12-14,sa_024r_0070_0130_0230
1889-12-15,sa_024r_0070_0130_0240
1889-12-16,sa_024r_0070_0130_0250
1889-12-17,sa_024r_0070_0130_0260
1889-12-18,sa_024r_0070_0130_0270
1889-12-19,sa_024r_0070_0130_0280
1889-12-20,sa_024r_0070_0130_0290
1889-12-21,sa_024r_0070_0130_0300
1889-12-22,sa_024r_0070_0130_0310
1889-12-23,sa_024r_0070_0130_0320
1889-12-24,sa_024r_0070_0130_0330
1889-12-25,sa_024r_0070_0130_0340
1889-12-26,sa_024r_0070_0130_0350
1889-12-27,sa_024r_0070_0130_0360
1889-12-28,sa_024r_0070_0130_0370
1889-12-29,sa_024r_0070_0130_0380
1889-12-30,sa_024r_0070_0130_0390
1889-12-31,sa_024r_0070_0130_0400
